fragment_length	cancer	healthy	enrichment	threshold_95	threshold_99	sig_95	sig_99
260	2.7493663374388174e-4	3.2779983083850236e-4	0.838707713678456	1.233184263014261	1.3166515841878794	FALSE	FALSE
261	2.761396331471872e-4	3.3798042861231175e-4	0.8170042988522913	1.2202956981973156	1.3167252297410266	FALSE	FALSE
262	2.637652552856502e-4	3.2704719030107586e-4	0.8064805272828229	1.248056623621152	1.3468150613378074	FALSE	FALSE
263	2.56626578418337e-4	3.06405421073769e-4	0.8375119552372483	1.290280820829651	1.4113972601134006	FALSE	FALSE
264	2.6307231094112657e-4	3.127960466048314e-4	0.841007754794032	1.2939401413878426	1.4145201399786755	FALSE	FALSE
265	2.7166227325648736e-4	3.398800076786088e-4	0.7992652538151818	1.2540459191824433	1.357774734008683	FALSE	FALSE
266	2.5254682181963576e-4	3.01594320150463e-4	0.8373448420554663	1.3053707147820353	1.4403153923402583	FALSE	FALSE
267	2.4643382281305755e-4	2.762258795334847e-4	0.8921137371048333	1.3476397851252453	1.495591329876912	FALSE	FALSE
268	2.5221433564451637e-4	2.7619821180925467e-4	0.9131311990777881	1.345721429362074	1.487071585199912	FALSE	FALSE
269	2.5150187493186524e-4	3.0010761346763913e-4	0.838011045156415	1.2958089147487177	1.4287621580452012	FALSE	FALSE
270	2.392358509942528e-4	2.821910857505261e-4	0.84774957671759	1.3287633444878355	1.4730568648945603	FALSE	FALSE
271	2.4732363239325254e-4	2.8133825869065127e-4	0.8790658010263018	1.3401396520306403	1.5021776134477918	FALSE	FALSE
272	2.5428329754902085e-4	2.881936994932726e-4	0.8823040717246464	1.340821425759152	1.5086692612270227	FALSE	FALSE
273	2.5075176882441175e-4	2.977442438730977e-4	0.8421433916867419	1.3365372157020152	1.481420943451236	FALSE	FALSE
274	2.5315580310244e-4	2.9958364771382135e-4	0.8449972321985283	1.350279941548337	1.4974569239688194	FALSE	FALSE
275	2.6304995548305857e-4	3.0024623768263047e-4	0.8760848983963532	1.3668748726717268	1.5229122447594432	FALSE	FALSE
276	2.6093743235348525e-4	2.9141804715248195e-4	0.8953751531572962	1.3789421221008635	1.5438038282572386	FALSE	FALSE
277	2.590312306308248e-4	2.922669019676382e-4	0.8862528269835894	1.37522691688665	1.542504859162779	FALSE	FALSE
